puma,sex,age,educ,income,latino,black,asian,married
61902,0,37,11,40000,0,0,0,1
63903,0,47,13,24000,0,0,0,1
68111,1,33,14,85000,0,0,1,1
65413,0,30,3,11700,1,0,0,0
60400,1,40,8,8700,0,0,0,1
66702,1,76,1,8400,1,0,0,0
62704,1,47,14,35000,0,0,1,1
65800,0,25,8,14000,1,0,0,0
61501,1,89,9,13200,0,0,0,0
67601,0,27,13,53000,0,0,0,0
61501,0,26,13,40000,0,0,0,1
62304,1,40,13,24800,0,0,1,1
67900,0,23,1,48000,1,0,0,0
68110,1,54,11,13000,0,0,0,1
65412,0,33,12,55000,0,0,0,0
62802,1,61,12,0,0,0,0,1
61103,1,51,11,42540,0,0,0,0
66102,1,44,14,340000,0,0,0,0
61101,0,63,1,18300,0,0,0,0
66108,0,35,11,6900,1,0,0,0
63001,0,28,13,20200,0,0,0,0
68108,0,52,13,2000,0,0,0,1
64406,0,45,9,45000,0,0,0,1
66802,0,28,10,32000,0,0,0,0
65300,0,21,9,9600,1,0,0,0
68115,1,82,12,4900,0,0,0,1
66109,1,33,8,6000,1,0,0,1
64403,0,73,11,52700,0,0,0,0
63301,1,61,7,7600,0,1,0,0
62708,1,32,9,13000,1,1,0,0
61601,0,34,10,16000,0,0,0,0
67000,1,25,11,28400,0,0,0,0
66200,0,26,7,0,1,0,0,1
66602,1,36,14,13500,1,0,0,1
65415,1,53,11,18400,0,1,0,0
67000,1,76,11,6200,0,0,0,1
64700,1,42,9,0,0,0,0,1
67602,0,42,15,113000,0,0,0,1
62401,0,32,14,4500,0,0,1,1
67300,1,83,9,0,0,0,0,0
66115,0,18,8,0,1,0,0,0
62602,1,41,11,10550,0,0,0,0
68101,0,70,12,28400,0,0,0,1
66110,0,62,3,7200,1,0,0,1
66112,0,49,13,61000,0,0,1,1
64700,1,53,12,60000,0,0,0,1
60600,0,28,11,6000,0,0,0,0
62602,0,63,9,251700,0,0,0,0
65900,0,18,7,0,0,1,0,0
62403,1,67,14,50000,0,1,0,0
61502,1,82,11,3600,0,0,0,1
68116,0,22,7,0,1,0,0,0
62707,1,33,13,0,0,0,1,1
61403,1,43,11,42600,0,1,0,0
62204,1,46,13,232000,0,0,0,1
62802,1,43,7,0,1,0,0,1
68004,1,77,4,0,0,0,0,1
61401,0,25,12,34000,1,0,0,0
66500,1,33,13,5300,0,0,0,1
64800,1,20,11,10000,0,0,0,0
67400,1,39,3,11000,1,0,0,1
62303,1,43,12,70300,0,0,0,0
68115,1,24,13,0,0,0,0,1
62704,1,19,10,0,0,0,1,0
68004,1,81,12,17500,0,0,0,0
62712,0,53,14,120100,0,0,0,1
66109,0,33,9,38000,1,0,0,1
62106,1,27,10,12000,1,0,0,0
65416,1,28,9,24000,1,0,0,1
65402,1,34,3,0,1,0,0,1
67100,0,27,13,33000,0,0,1,0
66702,1,21,9,3700,1,0,0,0
66125,0,38,13,23000,0,0,0,0
67100,1,46,11,38300,1,0,0,1
67300,1,30,9,0,0,0,0,1
62302,0,31,16,50030,0,0,0,1
62104,1,50,13,62000,0,0,0,0
64403,0,32,8,54000,1,0,0,1
62601,1,53,6,13500,0,0,0,1
62410,1,58,11,0,0,0,0,0
68116,1,22,10,7200,0,0,0,1
64401,0,31,13,41000,1,0,0,1
63302,0,82,14,34230,0,0,0,1
61700,1,50,13,31000,0,0,0,1
67300,0,49,14,36000,0,0,1,1
67606,0,25,11,20020,0,0,0,0
62104,1,37,13,1200,0,0,1,1
64405,1,35,9,12000,0,0,0,0
61403,0,57,5,9500,0,0,1,1
62001,0,25,11,14100,0,0,1,0
62301,1,68,9,20300,0,0,0,1
63501,1,28,8,14300,1,0,0,0
61800,1,65,9,69400,0,0,0,1
63002,0,33,11,35000,0,0,0,1
63503,1,80,12,10500,0,0,0,0
62401,0,34,14,48000,0,0,0,0
67801,1,45,9,0,0,0,0,1
65420,1,29,13,15000,0,0,0,1
65415,1,51,9,0,0,0,1,1
66125,0,43,15,64220,0,0,0,1
62714,0,42,2,20100,1,0,0,1
62705,1,27,8,18000,1,0,0,0
61602,0,46,11,11000,0,0,0,0
62405,0,31,14,62000,0,0,0,1
63001,1,32,10,1200,1,0,0,1
65412,1,38,9,0,1,0,0,1
66125,1,45,13,0,0,1,0,1
65410,0,80,13,23840,0,0,0,1
66900,0,23,11,14000,1,0,0,0
66101,1,40,12,50100,0,0,0,1
68105,0,59,11,11800,0,1,0,1
62301,0,54,8,9900,1,0,0,1
60600,0,38,11,38580,0,0,0,1
66125,0,33,14,61000,0,0,0,1
65416,0,18,9,0,1,0,0,0
68004,1,31,9,28000,1,0,0,0
68116,0,31,9,0,1,0,0,1
65414,0,31,9,18000,0,0,1,0
68111,1,51,13,25000,0,0,0,1
67605,0,42,9,7500,0,0,0,0
66121,1,86,9,24000,0,0,0,0
60800,1,47,11,69000,0,0,0,1
67606,1,67,11,19900,0,0,0,0
61504,0,45,13,27900,0,0,0,1
65600,1,37,11,0,0,0,1,1
60800,0,20,5,10000,1,0,0,0
68107,0,35,12,58700,1,0,0,0
66701,0,84,11,23600,0,0,0,1
63901,0,19,7,10200,0,0,0,0
68107,1,50,14,60000,0,0,0,1
61000,1,78,14,6400,1,0,0,0
66106,1,51,12,0,1,0,0,1
63402,1,35,2,4500,1,0,0,1
66125,0,45,14,77000,0,0,0,1
64900,1,42,9,48800,0,0,0,0
63100,0,40,11,23000,0,0,0,1
66101,1,52,11,760,0,0,0,0
65100,0,53,3,32000,1,0,0,1
61501,1,72,9,19800,0,0,0,1
64405,1,39,12,34000,0,0,0,1
68004,1,72,11,145800,0,0,0,0
60300,1,64,9,12200,0,0,0,0
65413,0,49,11,101000,0,0,0,0
68109,0,41,8,28000,0,0,0,1
63401,0,72,2,10800,1,0,0,1
66114,1,22,6,0,1,0,0,0
67000,0,41,9,74000,0,0,0,0
62707,0,53,15,44110,0,0,0,1
62105,0,51,10,53300,0,0,0,1
60600,0,49,9,80000,0,0,0,1
66104,1,59,2,7800,0,0,0,0
63702,0,24,13,5000,0,0,0,0
67100,0,35,8,23000,0,0,1,1
68115,0,55,12,96000,0,0,0,1
68104,1,38,11,35400,1,0,0,1
61303,0,59,9,72000,0,0,0,1
65413,1,82,12,10740,0,0,1,0
62802,1,40,15,50000,0,0,0,1
62802,0,38,9,69000,0,0,0,0
68109,0,30,13,53000,0,0,0,0
66104,1,41,13,35000,0,0,1,1
62107,1,48,9,34900,0,0,0,1
62712,0,63,10,185000,0,0,0,1
62102,0,20,9,19000,0,0,0,1
64800,1,51,7,8200,0,0,0,1
63402,1,46,11,25600,0,0,0,0
63800,1,63,10,41700,0,0,0,0
62402,1,24,13,12040,0,0,1,1
68115,0,71,14,134200,0,0,1,1
62403,0,64,13,45100,0,0,0,0
64403,1,27,8,0,1,0,0,0
68200,0,27,9,0,1,0,0,1
68111,1,31,13,16000,1,0,0,1
63503,0,62,9,0,0,0,0,1
65402,1,53,9,110330,0,0,0,0
63502,1,25,9,0,1,0,0,1
68102,0,50,15,251000,0,0,0,1
65415,0,24,1,6000,1,0,0,0
68108,0,35,10,36900,0,0,0,1
67501,1,62,3,6000,1,0,0,1
61202,0,51,13,325000,0,0,0,1
68001,1,34,11,0,1,0,0,1
63402,1,40,5,29800,1,0,0,1
65300,1,19,7,0,1,0,0,1
61602,0,21,12,3500,1,0,0,0
66101,0,47,13,123300,0,0,0,1
65404,0,65,4,32900,0,0,0,1
63402,1,63,14,20000,0,0,0,1
66119,0,72,9,0,0,1,0,1
63503,1,31,10,0,0,0,0,1
62301,0,32,8,16100,1,0,0,0
67602,0,42,13,100000,0,0,0,1
66120,0,35,11,28500,1,0,0,0
64403,1,42,3,0,1,0,0,1
67606,0,44,11,7100,0,0,1,1
65417,0,28,11,6000,0,0,1,1
61800,1,35,9,9800,0,0,0,1
62408,0,49,11,32000,0,0,1,1
63200,0,42,11,9000,0,1,0,0
62710,1,42,11,37000,0,0,1,1
62104,0,88,14,17300,0,0,0,1
65703,0,21,11,0,0,0,0,0
65200,0,21,8,20000,1,0,0,0
68111,1,34,13,9600,0,0,0,1
63001,0,52,11,-1200,0,0,0,1
61302,1,50,12,72100,0,0,0,0
62204,0,55,8,25000,1,0,0,1
67605,1,81,11,37200,0,0,0,0
68115,0,41,8,7780,0,0,0,0
62205,0,33,11,8000,0,0,0,0
65403,1,19,9,7020,1,0,0,0
66108,1,72,13,7000,0,0,1,1
68110,0,18,11,1500,1,0,0,0
68110,1,36,11,26000,0,0,0,0
65423,0,30,9,7000,1,0,0,0
61502,0,36,9,30000,0,0,0,0
66123,0,60,2,0,1,0,0,0
61303,0,46,13,123000,0,0,0,1
62405,0,76,9,47700,1,0,0,0
67502,1,25,8,0,1,0,0,1
60200,1,68,9,8600,0,0,0,0
61302,0,29,9,28000,0,0,1,0
62706,1,43,3,15000,1,0,0,1
65600,1,60,12,9000,0,0,0,1
64000,0,74,2,8400,1,0,0,0
61504,0,22,11,9000,0,0,0,0
66124,0,35,9,66100,0,0,0,0
66802,0,39,16,80000,1,0,0,0
60500,0,20,6,0,0,0,0,0
66107,0,20,9,1600,0,0,1,0
62302,1,73,9,6400,0,0,0,0
65500,1,21,12,580,0,1,0,0
65409,1,29,13,6000,0,0,0,1
64900,1,93,9,9900,0,0,0,0
68101,0,82,9,8200,0,0,0,0
68112,1,43,14,0,0,0,0,1
60800,0,18,8,7500,0,0,0,0
63903,0,22,4,0,1,0,0,0
61103,0,40,13,50000,0,1,0,1
61103,0,35,8,28000,0,0,0,1
65200,0,34,8,18000,1,0,0,1
67100,1,35,4,21600,1,0,0,1
62305,1,24,8,0,1,0,0,1
67200,0,24,9,10000,0,0,0,0
65421,1,29,12,0,0,1,0,0
64700,0,88,9,12700,0,0,0,1
66115,1,33,9,0,1,0,0,1
65421,1,54,8,0,0,1,0,0
67100,1,72,9,4200,0,0,0,1
63503,1,46,9,26200,0,0,0,1
66602,1,46,11,0,1,0,0,1
62714,0,42,2,45000,1,0,0,0
62601,0,36,9,25500,0,0,0,0
68200,0,43,12,0,1,0,0,1
66120,0,45,3,70000,0,0,0,1
64404,0,23,13,30100,0,0,0,1
65416,1,20,4,12500,1,0,0,1
67604,1,49,13,-8000,0,0,0,1
60300,0,77,9,34000,0,0,0,1
68116,0,22,10,16860,0,0,0,0
64403,0,86,9,7700,0,0,0,1
68005,0,74,3,8200,1,0,0,1
62801,1,51,14,21000,0,0,0,1
67802,1,66,8,11900,1,0,0,0
68115,1,41,9,0,0,0,0,1
60500,1,62,10,0,0,0,0,1
62701,0,28,14,41000,0,0,0,0
61504,0,51,13,20000,0,0,0,1
66802,1,21,11,3400,0,0,0,1
68001,1,27,11,0,1,0,0,1
67801,1,40,9,47000,1,0,0,0
65800,0,53,1,20000,1,0,0,1
66110,1,32,11,59000,1,0,0,1
61301,0,27,9,2200,0,1,0,0
68005,1,20,9,12000,1,0,0,0
66119,1,26,7,10000,1,0,0,1
63100,0,46,2,8000,1,0,0,1
67501,1,24,9,17800,0,0,1,1
63701,0,45,7,0,0,1,0,1
65422,0,43,7,18100,1,0,0,0
61901,1,49,9,10000,1,0,0,0
65411,0,60,14,30500,0,0,0,1
66103,1,46,11,3400,0,0,0,1
61202,1,68,12,15000,0,0,0,1
62207,1,36,3,8000,1,0,0,0
68200,0,22,9,11000,1,0,0,0
65409,1,44,5,5000,0,0,0,1
66701,1,60,11,0,0,0,0,1
65411,0,22,13,11900,0,0,0,0
66125,1,31,15,104000,0,0,0,1
62306,1,31,9,70000,0,1,0,0
65410,0,27,14,182000,0,0,1,0
68115,1,41,13,22000,0,0,0,1
60200,0,26,13,18400,0,0,0,0
61302,1,23,13,0,0,0,1,0
62106,0,79,10,43070,0,0,0,1
63502,1,49,1,5400,1,0,0,1
62306,0,45,3,40000,1,0,0,1
62709,0,29,8,95000,0,0,1,1
60700,1,62,11,0,0,0,0,1
68003,1,61,8,28500,0,0,0,1
62404,0,47,11,32000,0,0,0,1
60600,1,67,9,4900,0,0,0,1
66125,0,26,13,27630,0,0,0,1
61505,1,60,12,28200,0,0,0,1
62207,1,68,13,40000,0,1,0,1
68113,0,38,12,53000,0,0,0,0
62106,0,56,9,55900,0,0,0,1
63501,1,30,9,7000,0,0,0,0
63402,1,46,12,4000,1,0,0,1
66101,0,51,13,92300,0,0,0,0
67200,0,42,13,66100,0,0,0,1
68003,0,48,11,80000,0,0,0,1
65405,0,75,11,22000,0,0,0,1
62405,1,43,13,13900,0,0,0,0
62206,1,44,13,35000,0,0,1,0
60500,0,69,9,7700,0,0,0,1
68116,1,63,9,5000,0,0,0,1
65402,0,35,12,60000,0,0,0,1
64000,0,43,1,14700,1,0,0,1
60800,0,70,2,14000,0,0,0,0
61302,1,86,9,3000,0,0,0,1
67601,0,37,11,30000,0,0,0,1
61505,1,50,12,35460,0,0,1,1
62303,0,84,11,23800,0,0,0,1
65418,1,53,9,20800,0,1,0,0
62709,1,32,9,0,1,0,0,1
60100,1,43,12,30000,0,0,0,1
62301,0,82,3,7660,0,0,1,1
62703,1,34,10,39800,0,1,0,0
61103,1,74,13,0,0,0,0,1
61700,0,52,14,75500,0,0,0,1
66111,0,51,8,20000,1,0,0,1
68105,0,47,11,40800,0,0,1,0
65410,1,33,11,-10000,0,0,0,0
63501,0,72,6,276600,0,0,0,1
66112,0,46,11,16000,0,0,0,0
65419,1,31,11,34400,0,1,0,0
62203,1,29,14,328000,0,0,0,1
62106,1,61,14,5600,0,0,0,1
63301,0,32,10,28300,0,0,0,0
62002,0,23,7,17900,0,0,0,1
66108,1,38,13,15000,0,0,1,1
65413,1,33,15,4400,0,0,0,1
66104,1,79,13,3600,0,0,1,1
63301,0,19,3,10000,1,0,0,0
65410,1,26,9,29000,0,0,0,0
60400,0,53,9,31900,0,0,0,0
64600,1,47,10,0,0,0,0,1
63600,1,77,8,12600,0,0,0,1
68113,1,28,13,31700,0,0,0,0
60400,1,53,9,13000,0,0,0,1
62202,1,25,11,17600,0,0,1,0
66110,1,42,11,50300,0,0,0,0
68116,0,41,9,28000,0,0,0,1
68104,0,55,6,36000,1,0,0,1
66125,1,54,12,27990,0,0,0,1
64300,1,69,9,23400,0,0,0,0
62304,1,61,13,0,0,0,0,1
64406,0,53,14,90000,0,0,0,0
66802,0,44,11,34000,0,0,0,1
65410,1,32,11,23900,0,0,0,0
65407,1,35,13,30520,0,0,1,1
67801,0,41,11,68350,1,0,0,1
65401,1,45,12,15700,0,0,0,1
61502,1,78,11,7750,0,0,0,1
66126,1,51,13,4700,0,0,0,1
62709,0,27,9,32000,0,1,0,0
63800,0,76,1,8400,1,0,0,0
62407,0,51,11,13250,0,0,0,0
60600,1,46,12,19480,0,0,0,0
67200,0,24,11,29000,0,0,0,0
60400,0,84,13,35000,0,0,0,1
66200,0,45,3,31000,1,0,0,1
60700,0,25,11,8200,0,0,0,0
65200,0,28,4,0,1,0,0,1
60300,0,64,9,33000,0,0,0,1
65702,1,30,10,36020,0,0,0,1
67502,1,20,11,2100,0,0,0,0
65600,0,46,13,80000,0,0,0,1
61505,1,39,12,43000,0,0,0,1
65410,1,67,13,145050,0,0,0,1
62102,1,42,1,0,1,0,0,1
62406,1,36,9,28000,0,0,0,1
66119,1,55,1,12200,1,0,0,1
67603,0,46,10,32600,0,0,0,1
64403,1,47,9,0,0,0,0,1
65403,1,29,6,9500,1,0,0,1
66115,1,35,3,17900,1,0,0,1
65401,0,32,9,16200,0,0,0,0
62306,1,35,5,22000,1,0,0,1
61401,1,35,11,53000,0,0,0,0
63301,1,60,13,62000,0,0,0,0
65420,0,21,9,0,0,0,1,0
61902,0,66,5,4700,0,0,0,1
66702,1,38,8,12000,1,0,0,1
65403,1,54,5,13300,1,0,0,0
64100,1,50,9,11000,0,0,1,1
62002,0,41,15,15000,0,0,0,1
65500,1,70,8,3900,0,1,0,0
62304,0,44,14,27800,0,0,0,0
62801,0,45,12,73000,0,0,0,0
68001,1,30,9,38200,0,1,0,1
65401,1,49,9,32000,1,0,0,0
65416,1,53,5,18800,1,0,0,0
65702,1,40,12,15000,0,1,0,0
62704,0,44,8,18300,0,0,1,1
66118,0,46,3,51000,1,0,0,1
67100,1,67,1,4800,0,0,1,0
61101,0,55,11,145000,0,0,0,1
61503,0,74,9,34400,0,0,0,0
62002,0,74,9,21500,0,0,0,1
66101,1,29,11,9130,0,0,0,0
66111,1,60,11,30000,1,0,0,1
65411,1,20,9,1800,0,0,0,0
61501,1,41,9,14400,0,0,0,0
62602,1,64,8,12000,0,0,0,1
66104,0,37,12,25200,0,0,1,1
67606,0,40,11,69000,0,0,0,1
65200,1,24,9,27400,1,0,0,0
63502,0,26,13,30000,0,0,0,0
65423,0,28,11,6000,1,0,0,0
61301,1,23,11,0,1,0,0,0
61601,1,73,10,5000,0,0,0,1
61501,1,33,10,19000,0,0,0,1
61303,1,54,11,39050,0,0,0,0
65403,1,25,8,0,1,0,0,0
66106,0,40,9,56000,0,0,0,1
67606,0,24,3,8000,1,0,0,1
62710,0,29,14,30000,0,0,0,1
62602,0,42,12,27900,0,0,0,0
67601,1,73,13,154600,0,0,0,0
67602,1,36,11,4300,0,0,0,1
65701,0,66,10,11530,0,0,0,1
63301,0,73,6,7100,0,0,0,0
62708,1,32,13,14000,0,0,1,1
60200,0,45,9,0,0,0,0,0
65415,0,18,4,20000,1,0,0,0
68114,1,46,10,11000,0,0,0,1
65410,0,53,13,47000,0,0,0,1
62301,1,48,9,25000,0,0,1,1
67200,0,55,15,101000,0,0,0,1
65200,0,37,3,18000,1,0,0,0
64900,0,35,13,48500,0,0,1,0
65424,0,60,3,0,1,0,0,1
60200,0,57,7,0,0,0,0,0
62304,1,47,11,7200,0,0,0,1
63501,0,39,4,26200,1,0,0,1
65100,0,23,9,24000,1,0,0,0
62301,1,30,12,12800,1,0,0,0
61700,0,30,9,55000,0,0,0,1
66125,1,57,8,22600,0,0,0,1
67700,1,40,9,0,0,0,0,1
62900,0,25,1,38000,1,0,0,1
62707,1,52,15,104000,0,0,0,1
64404,0,58,11,26980,0,0,0,0
68103,1,20,11,0,0,0,0,0
61503,0,21,9,22400,0,0,0,0
62204,0,34,11,20000,0,0,0,0
68001,1,20,11,12000,0,0,1,0
62401,0,77,12,39300,0,0,0,0
62500,0,80,15,130500,0,0,0,1
66702,1,24,13,30000,0,0,0,1
61101,1,78,13,9300,0,0,0,1
68113,0,19,10,2200,0,0,0,0
60100,1,18,7,2100,0,0,0,0
65401,0,67,9,141350,0,0,0,1
62207,0,18,11,0,0,0,1,0
60700,0,61,12,36000,0,0,0,1
61503,1,40,10,30000,0,0,0,1
61502,0,36,9,24500,0,0,0,0
68001,0,53,11,90000,0,0,0,1
68111,1,39,13,44100,0,0,0,1
66112,1,47,3,0,0,0,1,1
62401,0,23,13,52100,0,0,0,1
66701,0,26,12,5000,1,0,0,0
60900,0,37,9,43020,0,0,0,0
60700,1,39,13,13000,0,0,0,1
66119,1,47,12,18400,0,1,0,0
64500,0,21,9,25000,0,0,0,0
67601,1,38,8,11800,0,0,0,0
65414,1,26,9,7800,1,0,0,0
68115,0,27,9,18000,1,0,0,0
65200,0,34,7,43000,1,0,0,1
62707,0,76,6,11800,0,0,0,1
68109,0,59,14,72000,0,0,0,1
68101,1,30,14,27000,0,0,0,0
61501,0,38,11,37700,0,0,1,1
65413,1,69,11,14900,0,0,0,1
62408,0,22,11,2400,0,0,1,0
67604,0,49,9,28000,0,0,0,1
64500,0,55,11,104100,0,0,0,1
65419,0,72,9,0,0,1,0,1
67000,1,72,11,0,0,0,0,1
66110,0,46,13,45000,1,0,0,1
65420,1,39,13,7200,0,0,0,1
62105,1,60,15,49000,0,0,0,0
61501,0,56,12,46030,0,0,0,0
63001,0,85,1,10800,0,0,0,0
62206,1,25,11,45000,0,0,1,0
61503,1,53,13,35900,0,0,0,0
62802,0,34,1,19000,1,0,0,1
63100,0,30,4,5500,1,0,0,0
65421,0,34,11,12000,0,1,0,0
65419,0,56,10,18000,1,0,0,1
66102,0,72,10,44500,0,1,0,1
62104,1,57,14,51000,0,0,0,1
65416,1,78,1,10100,1,0,0,0
60900,1,44,13,5900,0,0,0,0
68105,1,51,4,0,0,0,1,1
62712,0,44,11,100000,0,0,0,0
62403,0,28,13,18700,0,1,0,0
62207,1,45,9,30000,0,0,0,1
66802,0,37,13,0,0,0,0,0
66200,1,37,9,0,1,0,0,1
64404,1,81,6,28800,0,0,0,0
63902,1,63,11,10400,1,0,0,1
63800,1,32,5,25000,0,0,0,1
61401,0,36,9,8600,0,1,0,1
65703,0,62,9,25900,0,0,0,1
67502,1,29,8,23000,1,0,0,1
64300,0,32,7,30000,1,0,0,1
62401,0,51,12,72000,0,1,0,0
65413,1,42,3,7200,1,0,0,1
65703,1,20,11,8000,0,0,1,0
64600,0,44,11,61000,0,0,0,0
68105,1,43,14,36100,0,1,0,0
64300,1,50,9,26600,0,1,0,0
66102,1,61,12,0,0,0,0,1
65405,0,28,8,5500,1,0,0,0
66112,0,22,11,0,0,0,1,0
61901,1,59,12,33400,0,0,0,0
68101,0,20,10,30000,0,0,0,0
66801,1,70,4,22800,0,0,0,0
65420,1,24,13,6200,0,0,0,0
63800,1,43,6,12400,1,0,0,1
62203,0,66,4,10300,0,0,1,1
67607,0,53,14,60000,1,0,0,1
67900,0,22,9,25000,0,1,0,1
62204,1,62,12,38000,1,0,0,0
67601,0,38,8,91000,0,1,0,1
62802,1,77,11,4500,0,0,0,1
68107,0,43,9,2120,0,0,1,0
65403,1,53,7,19000,1,0,0,0
66121,1,61,9,60000,0,0,1,0
65415,0,61,11,21800,0,1,0,0
61505,1,93,4,16200,0,0,0,0
61505,1,47,11,36000,0,1,0,0
68105,0,24,12,4000,0,0,1,0
61103,1,50,13,1000,0,0,0,1
61504,1,32,13,1600,0,0,1,1
68200,0,42,11,1500,0,0,0,0
64000,1,34,9,7900,0,1,0,0
68200,0,25,7,18300,1,0,0,1
62103,1,28,10,16110,0,0,0,0
68108,1,38,12,42000,1,1,0,0
68107,0,33,3,25000,1,0,0,1
64700,0,25,13,11100,0,0,0,0
62801,0,36,5,18000,1,0,0,1
66108,0,63,15,89000,0,0,0,1
66400,1,43,9,50000,1,0,0,1
67300,0,64,13,150000,0,0,0,1
66602,1,47,15,187000,0,0,0,1
68002,1,67,14,12370,0,0,0,0
66125,0,27,13,35000,0,0,0,0
68107,0,29,5,9600,1,0,1,0
66500,0,26,1,12000,1,0,0,0
65404,0,18,7,8500,0,0,1,0
68109,1,75,9,23710,0,0,0,0
63301,1,35,9,21700,1,0,0,0
62703,0,58,9,48090,0,0,0,1
62404,0,69,9,59000,0,1,0,1
67606,1,54,9,5000,0,0,1,0
66802,0,47,13,130100,0,0,0,0
62304,0,32,13,90000,0,0,1,1
67300,0,46,14,75000,0,0,1,1
62104,1,20,11,7200,0,0,1,0
63800,0,77,1,23800,1,0,0,1
65000,0,44,9,23000,1,0,0,0
60400,1,55,11,1440,0,0,0,1
65100,1,28,1,0,1,0,0,1
65000,0,47,16,65000,0,0,0,0
65000,1,20,4,0,0,0,0,1
67607,0,50,8,150000,0,0,0,0
66114,1,55,3,0,1,0,0,0
62711,1,33,14,25000,0,0,1,1
68002,0,70,9,46800,0,0,0,1
66112,0,40,5,25000,0,0,1,0
67300,0,30,11,42000,0,0,0,1
66801,1,34,13,16000,0,0,1,1
62709,0,45,1,2200,1,0,0,1
66114,0,20,7,760,0,1,0,0
61700,0,35,9,18100,0,0,0,0
64000,1,60,10,3200,0,0,0,1
62108,0,47,12,78000,0,0,0,1
65407,1,28,13,69096,0,1,0,0
66125,0,27,15,70100,0,0,0,1
62306,0,55,11,0,1,0,0,0
