puma,sex,age,educ,income,latino,black,asian,married
60100,0,34,15,85000,0,0,0,1
62002,0,49,11,96000,0,0,0,1
66801,0,44,1,46000,0,0,0,0
65800,1,36,3,14000,1,0,0,1
68115,0,59,11,18000,0,0,0,0
66117,0,21,11,4300,0,0,1,0
60900,1,23,13,10890,0,0,0,0
66117,1,42,3,750,1,0,0,0
66115,1,45,3,8000,1,0,0,1
60500,0,20,8,17000,0,0,0,0
67000,0,46,9,73000,0,0,0,1
65300,0,22,9,14000,1,0,0,0
63600,0,36,2,283800,1,0,0,1
68108,0,34,13,48000,0,0,0,1
62104,1,45,12,34500,0,0,0,0
65408,1,44,10,700,0,0,0,0
61403,0,20,10,11850,1,0,1,0
62708,0,41,12,50000,0,0,0,1
66802,1,74,11,11600,0,0,0,0
64403,1,41,4,25000,1,0,0,1
62701,0,18,11,0,0,0,1,0
67700,0,27,7,25000,1,0,0,0
60400,0,59,5,50000,0,0,0,1
62601,0,68,8,7200,0,0,0,1
60300,1,28,13,20000,0,0,0,1
68106,0,63,9,33500,0,0,0,1
65401,1,59,13,156900,0,0,0,1
66110,0,52,12,30000,0,0,1,0
66111,1,69,8,11304,1,0,0,1
66123,0,31,10,15000,1,0,0,0
68110,0,29,11,45000,0,0,1,0
65416,0,44,5,21600,1,0,0,1
64407,1,66,8,5300,1,0,0,0
60700,1,76,9,18700,0,0,0,0
68101,0,18,9,6950,1,0,0,0
65412,0,39,7,9600,1,0,0,1
63502,1,40,12,55000,0,0,1,1
61301,0,19,7,5000,1,0,0,0
62105,1,48,9,0,0,0,0,1
68200,0,35,8,72200,1,0,0,1
66101,1,67,8,9130,0,1,0,1
68108,1,30,9,0,0,0,0,1
61901,1,78,8,12000,0,0,0,0
62306,1,55,12,29600,0,0,0,0
62713,0,20,11,8000,0,0,1,0
65421,0,74,9,0,0,1,0,1
66116,0,30,8,45000,1,0,0,0
62107,1,30,3,25000,1,0,0,1
65413,0,26,13,45690,0,0,0,0
63002,1,20,6,2100,1,0,0,0
65410,0,32,15,100100,0,0,0,1
67601,0,44,13,70700,0,0,0,0
66801,1,49,3,15000,1,0,0,1
60100,1,32,9,140,0,0,0,0
66106,0,63,11,19000,0,0,0,1
62406,0,39,6,68000,0,0,1,1
61403,1,34,9,0,1,0,0,0
65411,0,46,6,7200,0,1,0,0
67605,1,74,9,0,0,0,0,0
65401,1,39,13,110000,0,0,1,1
65419,1,43,3,450,1,0,0,1
67200,1,63,11,8800,0,0,0,0
67200,0,40,11,30500,0,0,0,1
63800,1,50,13,54000,0,0,0,1
67606,1,46,10,27500,0,0,0,0
65411,1,20,3,4000,1,0,0,0
62703,1,50,12,0,0,0,1,1
62204,0,24,11,17000,0,1,0,0
66122,0,21,11,6000,1,0,1,0
60600,0,51,6,41000,0,0,0,1
60700,1,39,8,0,0,0,0,1
62714,1,34,11,40000,0,0,1,1
65408,1,56,12,58000,0,0,0,1
65410,1,44,13,0,0,0,0,1
62704,0,43,13,55000,0,0,1,1
62900,0,48,9,21000,0,0,0,1
65411,1,21,11,5000,0,0,1,0
60900,0,51,10,33204,0,0,0,1
68108,1,82,10,27600,0,0,0,0
62710,1,21,11,3500,0,0,1,0
62801,1,23,13,17000,0,0,0,1
64404,0,69,11,57000,0,0,0,1
62713,0,34,2,27000,1,0,0,1
68109,0,29,11,30100,0,0,0,1
60200,1,18,9,26700,0,0,0,0
65200,1,28,9,22000,1,0,0,0
61700,1,43,13,34070,0,0,0,1
68115,0,72,9,10000,0,0,0,0
68112,0,59,13,24000,0,0,0,1
67603,1,40,8,43400,0,0,0,1
62602,0,31,9,16200,1,0,0,1
68113,0,50,12,32020,0,0,0,1
62305,0,56,11,53000,0,0,0,0
62601,0,49,7,32000,0,0,0,0
62302,1,57,9,48000,0,0,0,0
67801,1,68,3,8000,1,0,0,0
66702,0,60,8,810,0,0,0,0
62402,1,29,12,30000,0,0,1,1
61301,1,33,9,6000,0,0,0,1
65702,1,36,11,29800,0,0,0,0
67801,1,39,11,0,1,0,0,1
62306,1,33,8,18100,0,0,0,0
66118,1,48,8,12000,0,0,1,1
62712,1,56,12,50000,0,0,0,1
66200,0,22,9,1500,1,0,0,0
62105,1,28,15,60000,0,0,0,1
68004,1,77,13,13600,0,0,0,0
66119,1,45,3,6000,1,0,0,1
63503,1,62,10,48000,0,0,0,0
65415,0,26,13,40000,1,0,0,0
62202,1,27,13,65000,0,0,0,0
68110,0,42,16,56000,0,0,0,1
63501,1,42,8,18900,1,0,0,0
62702,0,41,14,109000,0,0,1,1
65404,1,50,9,7900,0,0,0,1
61502,1,43,10,0,0,0,0,1
60200,0,52,11,48000,0,0,0,1
63600,1,19,9,11000,0,0,0,1
67603,1,36,13,46060,0,0,0,0
65401,0,23,11,9600,0,0,1,0
60800,0,83,1,13300,0,0,0,0
65408,1,80,9,8130,0,0,0,0
67400,0,40,12,40350,0,0,1,0
63800,0,34,11,60500,0,0,0,1
65701,0,39,5,25000,1,0,0,1
62801,0,30,11,50000,0,0,0,1
61501,1,34,10,16600,0,0,1,0
66104,1,22,3,0,1,0,0,1
60100,1,57,10,11200,0,0,0,1
62301,0,34,14,80000,0,0,0,0
64403,0,28,9,41000,1,0,0,1
63402,0,32,9,0,0,0,0,1
66702,1,80,12,44000,0,0,0,1
63600,1,36,8,0,1,0,0,1
66500,0,34,13,33000,0,0,0,1
66801,0,23,9,28000,0,0,0,1
67502,1,65,4,9000,0,0,1,0
66701,0,36,13,10900,0,0,0,0
63302,1,45,11,12000,0,0,0,1
65408,0,65,9,29000,1,0,0,1
68003,0,51,12,45000,0,0,0,0
68101,0,49,15,34000,0,0,0,0
62101,0,20,10,0,0,1,0,0
63501,0,37,11,43000,0,0,0,0
62704,0,20,4,700,1,0,0,1
64200,1,37,11,12500,1,0,0,1
60600,1,82,9,18500,0,0,0,0
65418,1,45,9,29000,1,0,0,1
61101,0,33,11,52000,0,0,0,0
62104,0,33,11,67000,0,0,0,0
60900,1,57,1,9200,0,0,0,0
68109,0,68,12,40000,0,0,0,0
61403,1,83,9,16500,0,0,0,0
66106,0,59,12,55000,0,0,0,0
65500,0,51,16,45600,0,1,0,0
68001,0,20,9,0,0,0,0,0
62407,1,41,9,8900,0,1,0,0
65411,0,24,13,30200,0,0,1,0
68116,0,18,9,12800,1,0,0,0
65413,0,66,9,6000,0,0,0,0
66300,1,45,13,25000,1,0,0,0
67200,1,20,12,8000,0,0,1,0
60900,0,30,14,55000,0,0,0,0
66126,0,40,10,325000,0,0,0,1
62710,1,25,9,5000,0,0,0,1
67400,0,45,9,44700,0,0,0,1
68102,1,70,3,13800,1,0,0,1
68005,1,26,3,7200,1,0,0,1
62103,1,51,9,18000,0,0,0,1
62304,0,40,14,100000,0,0,0,1
62406,0,19,10,6000,0,0,0,0
62201,0,33,13,42000,0,0,1,1
64500,0,23,9,44000,1,0,0,0
67502,0,57,14,18600,0,0,0,0
61502,1,93,10,4200,0,0,0,0
62401,0,34,16,30000,0,0,0,0
68107,1,31,14,39600,1,0,0,0
67802,1,40,9,2000,0,0,0,0
66125,0,38,11,10800,0,0,0,0
64200,0,23,6,21000,1,0,0,1
62601,0,23,12,0,1,0,0,0
66108,0,60,8,0,0,0,1,1
68108,0,24,9,6300,1,0,0,0
67602,1,42,10,43000,0,0,0,1
62713,0,64,8,75000,0,0,1,1
61401,1,20,11,3400,0,0,1,0
65408,1,75,9,8700,1,0,0,0
62407,1,56,13,60000,0,0,0,1
68113,1,35,16,13000,0,0,0,1
67607,0,65,14,46000,0,0,0,1
67601,0,51,11,48500,0,0,0,1
63401,0,76,8,10800,0,0,0,1
62305,1,64,14,47100,0,0,0,0
66115,0,30,8,33600,1,0,0,0
61504,1,80,10,27600,0,0,0,0
65420,0,24,9,41000,0,0,0,0
66116,1,64,10,5300,0,0,0,1
68109,1,72,9,32300,0,0,0,1
62301,1,51,9,22000,1,0,0,0
65500,1,59,14,21780,0,1,0,0
60600,1,32,11,17600,1,0,0,0
62104,1,25,13,35340,0,0,0,0
62711,0,52,11,65200,0,0,0,1
66801,0,43,13,26070,0,0,1,1
67200,0,76,1,7500,0,0,1,0
66123,0,24,5,14400,1,0,0,1
62202,0,22,11,12500,0,0,0,1
66702,1,75,9,17600,0,0,0,0
66701,1,87,9,10700,0,0,0,1
63901,0,51,1,14000,1,0,0,1
63002,0,51,13,411000,0,0,0,0
66400,1,80,11,11500,0,0,0,1
60400,1,51,6,8400,0,0,0,0
62405,1,45,15,266000,0,0,0,0
62710,1,31,6,8100,0,0,1,0
66106,0,42,11,33080,0,0,0,0
63502,1,47,13,53900,0,0,0,0
61601,1,30,13,26730,0,0,0,0
65415,1,41,6,4700,1,0,0,1
65410,0,67,13,167000,0,0,0,0
61103,1,33,13,42000,0,0,0,1
68101,1,49,9,20000,0,0,0,0
65409,1,37,15,80600,0,0,0,1
66701,1,56,11,4000,0,0,0,1
68116,0,20,9,11200,1,0,0,0
65412,1,42,13,32000,0,0,1,0
61800,0,53,11,50000,0,0,0,1
66110,0,41,13,56000,0,1,0,1
68106,1,72,9,19900,0,0,0,0
68107,1,81,2,17000,1,0,0,0
66126,1,72,11,147000,0,0,0,0
64404,1,50,12,12000,0,0,0,0
65413,0,39,1,23000,1,0,0,0
63002,0,83,4,35000,0,0,0,0
65701,0,31,9,5200,0,0,0,0
63800,1,20,11,1500,0,0,0,0
65424,0,21,10,6900,1,0,0,0
67300,1,32,15,91030,0,0,0,0
68107,1,40,9,15000,0,1,0,1
66801,1,41,11,33000,1,0,0,0
62302,0,32,13,64400,0,0,0,1
62712,1,52,10,400,0,0,0,0
62306,1,85,9,33100,0,0,0,0
62706,0,43,14,122000,0,0,1,1
63902,0,56,7,46000,0,0,0,1
68200,0,21,6,0,1,0,0,0
64405,0,19,5,0,1,0,0,0
67602,1,22,11,19000,0,0,0,0
62304,1,46,12,53000,0,0,0,0
61504,0,26,9,0,1,0,0,0
61101,0,28,4,19800,1,0,0,1
64700,0,45,13,50200,0,0,0,1
63903,1,42,12,27000,0,0,0,1
60100,0,54,11,49700,0,0,0,1
67400,0,52,15,254000,0,0,0,1
68108,1,81,9,6000,0,0,0,1
62001,1,57,10,0,0,0,0,1
60900,1,52,13,3500,0,0,0,1
66102,0,35,15,68000,0,0,0,0
66602,0,18,10,60000,0,0,0,0
66115,1,78,2,0,1,0,0,0
60900,1,22,11,12900,0,0,0,0
67607,1,43,15,39100,0,0,0,0
61101,1,52,9,80000,0,0,0,0
68104,0,38,15,122000,1,0,0,1
63702,0,79,9,11200,0,0,0,0
65600,1,23,11,6660,0,0,1,0
68002,0,49,12,48010,1,0,0,1
65424,1,65,9,1200,0,0,0,1
63501,0,42,9,28000,1,0,0,1
66101,0,44,11,110000,0,0,0,1
61901,0,34,10,32000,1,0,0,1
66110,0,51,2,84000,1,0,0,1
61103,1,44,11,33330,0,0,0,0
61103,0,41,9,251000,0,0,0,1
62201,1,30,11,0,0,1,0,0
65417,0,26,2,28800,1,0,0,1
61102,1,46,13,46700,0,0,0,1
62601,0,65,1,17800,1,0,0,0
60800,1,31,9,10800,0,0,0,1
64404,1,74,10,42200,0,0,0,0
67501,1,24,10,17000,1,0,0,0
67601,1,55,11,2800,0,0,0,1
65200,1,69,4,8200,0,0,1,0
62713,1,38,12,72000,0,0,1,1
66106,1,75,8,0,0,0,1,0
63001,1,68,14,4200,0,0,1,0
62702,0,43,11,69000,1,0,0,0
62204,1,58,9,11300,1,0,0,1
61101,0,20,11,8000,0,0,0,0
62304,0,19,9,30000,0,0,0,0
62206,1,35,14,70000,0,0,0,1
65416,1,35,1,20000,1,0,0,1
68101,0,19,9,0,0,0,0,0
62107,0,42,11,25500,0,0,0,1
68004,0,39,8,9600,0,0,0,0
68108,1,20,11,13000,1,0,0,0
67300,0,63,9,62800,0,0,0,1
68101,1,28,9,9000,1,0,0,0
65000,1,58,11,6900,0,1,0,0
61403,1,29,13,30000,0,0,1,0
61201,1,69,13,47990,0,0,0,0
65401,1,48,14,69000,0,0,0,0
65407,1,65,1,0,1,0,0,0
62710,0,29,9,42000,0,0,0,1
65200,0,22,13,1200,0,0,0,0
63501,0,61,11,72000,0,0,1,1
61102,0,47,11,10900,0,0,0,1
67801,1,18,9,11000,0,0,0,0
62002,1,82,4,8600,0,0,0,0
65408,0,44,3,11000,0,0,0,1
66802,1,33,3,0,1,0,0,1
67100,1,46,11,42000,0,0,0,0
65407,0,29,5,20000,0,0,0,0
68105,0,18,7,0,1,0,0,0
61504,1,81,10,27900,1,0,0,0
61800,0,43,9,25000,0,0,0,1
65800,0,83,2,6000,0,0,1,1
68001,0,59,9,44000,0,0,0,1
62403,1,33,14,48010,0,0,0,1
64300,1,54,12,8000,0,0,0,1
62108,0,26,9,52000,0,0,0,0
62103,1,65,9,0,0,0,0,0
65414,0,31,4,5000,1,0,0,1
61800,1,58,12,10300,0,0,0,0
61201,1,29,13,43000,0,0,0,0
62107,1,29,11,0,0,0,0,1
64800,0,34,13,30000,0,0,0,0
62702,1,20,11,10200,0,0,1,0
68005,0,20,9,0,0,1,0,1
60200,1,74,9,16700,0,0,0,0
62801,1,27,9,40500,0,0,0,0
61800,0,39,5,24760,1,0,0,1
65600,0,38,14,65400,0,0,0,0
68110,1,72,13,27400,0,0,0,1
61102,1,46,10,14400,0,0,0,1
68101,0,21,7,14000,0,0,0,0
66500,1,38,10,36400,0,0,0,1
64700,0,62,9,38000,0,0,0,0
66900,0,53,13,-10000,0,0,1,1
67200,1,46,11,68400,0,0,0,1
64900,1,42,14,28000,1,0,0,1
61000,1,24,7,8600,1,0,0,0
65409,0,45,13,15200,0,0,0,1
61901,0,38,3,13000,1,0,0,1
64404,0,59,15,365000,0,0,0,1
62202,1,30,14,71500,0,0,0,1
61901,1,31,9,58800,0,0,0,0
66110,1,73,9,30090,0,0,0,1
61602,1,30,14,50000,1,0,0,1
67602,1,18,10,6500,0,0,0,0
68004,0,42,9,29000,0,0,0,1
65413,0,27,8,18000,1,0,0,1
62707,1,44,13,0,0,0,0,1
67602,0,52,12,100000,0,0,0,1
64407,1,46,10,37050,0,0,0,1
66118,0,35,8,6000,0,0,1,1
62104,1,63,14,49250,0,0,0,0
61101,1,41,9,23000,0,0,0,1
62714,0,48,8,40000,1,0,0,1
68200,1,51,9,8000,0,0,0,0
67604,1,39,15,39900,0,1,0,1
68105,1,57,14,0,0,0,0,1
62202,0,70,13,16500,0,0,0,0
60100,1,22,7,17600,1,0,0,0
65415,1,18,7,0,1,0,0,0
62703,0,43,12,89000,0,1,0,1
61000,1,18,11,5100,0,0,0,0
61103,1,58,8,12800,0,0,0,0
65411,1,22,9,4000,0,0,0,0
61800,0,58,9,18800,0,0,0,1
60200,0,19,9,0,0,0,0,0
66113,1,49,5,0,1,0,0,1
66122,0,47,14,115200,0,0,0,1
61403,1,44,9,4500,0,0,0,1
62202,1,24,13,11000,0,0,0,0
64405,1,33,9,122000,0,0,0,0
66125,1,34,10,64000,1,0,0,0
65702,1,26,10,33500,0,0,0,0
64405,0,76,5,13400,0,0,0,1
62103,0,36,9,41000,0,0,0,0
65413,0,34,9,13000,1,0,0,1
66105,1,19,9,0,1,0,0,0
62403,1,62,13,16000,0,0,0,1
67100,1,53,8,5700,0,0,1,1
62202,0,52,11,46000,0,0,0,0
68200,1,55,9,0,0,0,0,0
67100,0,46,9,21000,0,0,0,0
60800,0,56,11,48000,0,0,0,1
65418,0,45,12,9600,1,0,0,1
65000,0,41,14,50000,0,0,0,0
64200,0,26,9,23000,1,0,0,0
66110,1,26,13,9300,0,0,0,0
62104,1,18,9,4800,0,0,0,0
66120,1,31,15,14400,1,0,0,1
68105,1,29,4,0,1,0,0,1
62106,1,46,13,5000,0,0,0,1
61506,0,26,14,40000,0,0,1,0
65413,0,32,9,25000,1,0,0,1
63002,0,22,9,32300,1,0,0,1
62303,0,72,10,28700,0,0,0,1
65407,1,60,2,0,1,0,0,0
61402,1,87,12,27900,0,0,0,0
65000,0,39,16,67000,0,0,0,1
66400,1,84,3,1700,1,0,0,1
65702,1,22,11,20000,0,0,0,0
65100,0,29,13,62000,0,0,1,1
61403,0,55,11,11900,0,0,0,1
63902,1,35,11,15200,0,1,0,0
66900,1,43,11,38000,1,0,0,1
62714,1,24,3,0,1,0,0,1
67605,0,34,10,8400,1,0,0,1
68116,0,36,3,25000,1,0,0,1
68200,0,33,15,39500,1,0,0,1
62706,0,72,5,96000,0,0,0,1
65413,1,39,9,900,0,0,0,0
62802,1,34,12,52000,0,0,0,1
65401,1,49,14,30100,0,0,0,1
61700,1,36,11,25000,0,0,0,0
62405,1,21,11,4000,1,0,0,1
61303,1,45,12,55000,0,0,0,1
68101,1,21,9,14000,0,0,0,0
65411,0,48,13,50000,0,1,0,1
65401,1,64,9,50300,0,0,0,0
66111,0,18,9,6000,1,0,0,0
65411,0,37,11,24050,0,0,1,0
64900,0,19,9,9000,1,0,0,0
61202,1,36,11,18400,0,0,0,1
62802,1,33,9,25900,0,0,0,1
62802,1,48,9,0,0,0,0,1
68003,1,22,11,18500,0,0,0,0
65401,0,34,11,20000,0,0,0,1
65421,0,24,9,11000,1,0,0,1
67000,0,88,11,10000,0,0,0,1
68005,1,22,5,500,1,0,0,0
61501,0,57,12,54000,0,0,0,0
61101,1,89,13,4300,0,0,0,1
68114,0,27,8,12700,1,0,0,1
68109,1,48,10,36930,0,0,0,0
63503,1,23,11,5000,1,0,0,1
62704,0,48,12,63290,0,0,1,1
61800,1,56,9,0,0,0,0,1
67603,0,40,11,32000,0,0,0,1
65413,0,52,8,38300,1,0,0,0
62703,1,30,12,3300,1,0,0,1
68111,1,46,14,20000,1,0,0,1
63100,0,89,1,3000,1,0,0,0
62401,0,57,15,287000,0,0,0,1
63401,1,65,9,20800,0,1,0,0
64700,1,52,9,5000,1,0,0,1
61301,1,57,14,69000,0,0,0,1
66104,0,47,13,325000,0,0,1,1
62703,1,51,13,51500,0,0,0,1
67100,1,26,11,24000,0,0,1,0
61000,1,80,7,29500,0,0,0,0
67607,0,42,10,42000,0,0,0,1
65421,0,37,9,1800,0,1,0,0
62409,0,78,11,24600,0,0,0,1
65403,1,29,3,13000,1,0,0,1
67501,0,20,9,12000,1,0,0,0
62701,0,24,13,5800,0,0,0,0
65421,1,30,9,2400,1,0,0,1
68200,1,23,8,0,1,0,0,0
65418,1,52,4,0,1,0,0,1
68200,1,30,11,14000,1,0,0,1
63001,0,69,11,11500,0,0,0,0
62708,1,78,1,0,0,0,0,0
64406,0,32,9,50000,1,0,0,1
65500,1,40,3,0,1,0,0,1
61602,1,28,9,0,1,0,0,0
61501,0,62,11,17440,0,0,0,1
63200,0,54,12,26170,0,0,0,1
63302,0,54,11,10000,0,0,0,1
66116,1,33,9,15500,0,0,0,0
61901,1,44,9,43000,0,0,1,1
62306,0,33,1,30000,1,0,0,1
62201,0,66,13,76900,0,0,1,1
66702,0,42,13,81000,0,0,0,1
65408,0,40,12,17600,1,0,0,1
65406,1,20,11,0,0,0,0,1
62306,1,36,12,55000,0,0,0,0
67502,0,32,9,23000,1,0,0,1
62704,1,48,10,48000,0,0,1,1
65407,1,61,1,0,1,0,0,1
62710,0,28,12,66000,1,0,1,0
65423,1,93,1,0,1,0,0,0
60800,0,21,11,2400,0,0,0,0
68116,1,29,13,0,0,0,0,1
66105,0,37,11,27600,0,0,1,1
64900,1,29,8,0,1,0,0,0
62403,1,53,14,388000,0,0,0,0
66702,0,18,9,12000,0,0,0,0
65404,1,63,11,9000,0,0,0,1
65419,1,33,8,6500,0,1,0,0
66125,0,52,11,17700,0,0,0,0
65703,0,47,10,0,0,0,0,1
65412,0,33,13,85000,0,0,0,0
61800,0,36,14,46000,0,0,1,1
67200,0,56,12,62000,0,0,0,1
65410,1,38,9,14000,0,0,0,1
68200,1,42,4,0,1,0,0,1
67100,0,64,11,124100,0,0,0,1
63503,1,44,2,6800,1,0,0,0
65420,0,23,13,45000,0,0,0,0
62202,0,49,9,770,1,0,0,0
62302,0,22,1,16000,1,0,0,0
60900,1,23,13,0,0,0,1,0
65417,1,30,10,15000,1,0,0,0
66105,1,20,10,7400,1,0,0,0
61800,1,20,9,13000,0,0,0,0
62900,1,69,1,0,1,0,0,1
60800,1,70,11,11800,0,0,0,0
63903,0,40,3,3500,1,0,0,1
66400,0,36,9,24000,1,0,0,1
67602,0,22,9,30000,0,0,0,0
67605,0,37,10,50000,0,0,0,1
65412,1,25,11,8600,1,0,0,0
63902,0,39,9,8800,0,0,0,0
62706,0,35,12,44000,0,0,0,1
68105,1,49,13,0,0,0,1,0
67604,0,51,14,35000,0,0,0,1
62706,1,62,6,6100,1,0,0,1
66105,1,25,12,35000,0,0,0,1
67100,0,21,9,7000,0,0,0,0
68103,0,52,11,42800,0,0,0,1
63903,1,74,7,8500,0,0,0,0
68003,0,80,9,19200,0,0,0,1
66110,0,35,12,80000,1,0,0,1
65500,0,40,3,0,1,0,0,1
65407,0,38,11,35000,0,0,0,0
62408,1,27,13,11700,0,0,0,0
65200,0,32,7,12000,1,0,0,1
63902,0,22,9,12000,0,0,1,0
66701,1,83,9,32490,0,0,0,0
68113,0,80,9,17800,0,0,0,1
65424,0,31,3,23700,1,0,0,1
66121,0,50,16,81000,0,0,0,0
67100,1,18,10,5200,0,0,0,0
66109,0,61,2,20300,1,0,0,0
67801,0,36,3,25000,1,0,0,1
68109,0,59,11,38000,1,0,0,1
63800,0,39,10,6100,0,0,0,0
61800,1,65,6,3400,0,0,0,1
64800,0,40,9,26000,0,0,0,0
63600,1,34,3,0,1,0,0,1
66121,1,48,16,331000,0,0,0,1
62405,1,18,9,850,0,0,1,0
68109,0,26,14,46800,0,0,0,0
68105,0,25,11,20000,0,0,0,0
65420,1,49,11,5100,0,0,0,0
62205,0,46,6,52000,0,0,1,1
61601,1,38,12,30020,0,0,0,1
65416,0,43,9,35000,1,0,0,1
66702,1,21,9,1300,0,0,0,0
62204,1,46,13,25540,0,0,0,1
62304,1,24,13,0,0,0,1,1
66125,1,30,11,9600,1,0,0,0
62405,0,43,13,101000,0,0,0,1
68002,1,50,9,38000,0,0,0,0
60100,0,28,8,20000,0,0,0,1
66107,0,57,13,65000,0,0,0,1
63002,0,39,12,56000,0,0,0,0
61402,1,60,6,12000,1,0,0,1
62105,1,41,14,60000,0,0,0,0
66500,0,47,13,70000,0,0,0,1
63702,0,45,5,5000,1,0,0,1
62001,0,44,14,58000,0,0,0,1
67100,0,25,11,20000,0,0,1,0
65424,1,57,13,39700,0,0,0,1
63401,0,66,10,0,0,0,0,1
62900,0,23,9,15600,0,0,0,0
65409,1,40,11,48000,0,1,0,1
60900,0,22,11,30500,0,0,0,0
65600,0,61,9,5430,0,0,0,0
67802,0,22,11,1020,0,0,1,0
62802,0,27,13,16000,0,0,0,0
62304,1,25,13,34200,0,0,0,0
61301,0,43,11,31000,0,0,1,1
67602,0,47,14,106000,0,0,0,1
68101,0,23,9,15000,0,0,0,0
63901,1,44,3,8600,1,0,0,1
68116,1,39,1,81000,1,0,0,1
63902,1,43,12,35000,0,0,0,1
61302,0,64,11,10730,0,0,0,1
68105,1,86,9,21800,0,0,0,0
65413,1,33,9,19600,1,0,0,1
62401,1,27,13,23000,0,0,0,1
66110,1,60,9,27500,1,0,0,1
65701,0,52,13,-10000,0,0,1,1
65409,0,46,9,24000,1,0,0,1
66126,0,42,9,46000,0,0,0,0
67801,0,26,10,10000,0,0,0,1
66124,0,51,2,0,1,0,0,1
60100,0,68,9,13000,0,0,0,0
68107,0,56,3,2220,0,0,1,1
64300,1,21,9,6800,0,1,0,0
68101,1,41,11,27000,0,1,0,0
62405,0,41,12,42100,1,0,0,1
68115,0,50,10,55000,0,0,0,1
63902,1,64,9,12700,0,0,0,0
62207,1,23,9,0,0,0,1,1
68200,0,67,11,53800,0,0,0,1
68108,1,78,9,13100,0,0,0,0
66111,1,35,1,6000,0,0,0,0
62203,0,19,1,11000,1,0,0,0
66500,1,19,11,10000,0,0,0,0
62409,1,58,9,530,0,0,0,1
64402,0,86,1,9000,1,0,0,1
66106,0,53,11,57600,0,0,0,1
62104,0,60,11,19000,0,0,0,1
68102,1,23,9,0,1,0,0,1
60300,1,80,14,27900,0,0,0,0
62103,1,50,10,10000,0,0,0,1
65414,0,29,3,10000,1,0,0,0
66802,0,24,3,12000,1,0,0,1
62704,1,38,13,40000,0,0,1,0
63002,1,37,8,19000,1,0,0,1
66900,0,78,11,23600,0,0,0,1
66110,0,37,9,44000,1,0,0,1
66104,1,49,5,3300,0,0,1,1
66106,1,25,12,13400,1,0,0,0
68106,0,32,9,33700,0,0,0,1
62001,0,36,3,25000,1,0,0,1
62302,0,77,9,59400,0,0,0,1
64401,0,29,11,9500,1,0,0,1
62204,0,51,13,106000,0,0,0,0
64900,1,35,9,1500,0,0,0,1
62707,1,61,11,56700,0,0,0,0
62002,0,69,9,15000,0,0,0,1
62102,1,22,9,200,0,0,0,0
63402,1,37,9,28000,1,0,0,1
67900,0,39,4,25000,1,0,0,1
66114,1,37,2,3500,1,0,0,1
60300,0,52,13,0,0,0,0,1
62706,1,21,11,1000,0,0,0,0
63901,1,49,12,30000,0,0,0,0
66123,1,59,13,9600,0,0,0,1
66500,0,36,1,6000,1,0,0,0
67601,1,54,11,47700,0,0,0,0
62204,0,57,13,3100,0,0,0,0
60500,1,24,11,5000,0,0,0,0
60700,0,32,9,21000,0,0,0,0
66400,1,75,9,4500,0,0,1,1
61302,0,19,11,0,0,1,0,1
68105,0,29,6,5000,1,0,0,1
62106,0,18,9,0,0,0,0,0
64600,1,19,11,10600,1,0,0,0
62305,0,45,9,32000,0,0,0,0
67502,1,46,12,45000,0,0,0,0
67300,1,56,11,184000,0,0,0,1
65702,0,38,11,25600,1,0,0,0
66119,1,62,1,940,1,0,0,1
62402,0,61,13,25000,0,0,1,0
61401,0,45,11,60000,0,1,0,1
68106,1,51,9,31000,0,0,0,1
60100,0,36,11,21500,0,1,0,1
60100,0,68,3,12100,0,0,0,1
68101,0,20,9,21000,0,0,0,0
64403,1,42,10,5750,0,1,0,0
60400,1,19,10,3500,0,0,0,0
62409,0,72,9,0,0,0,1,1
62708,1,45,13,25000,0,0,1,1
63702,0,60,14,85000,0,0,0,1
64405,1,40,9,27400,0,0,0,0
62705,0,37,3,280,1,0,0,1
62305,0,25,13,0,0,0,1,0
65423,1,27,3,11000,1,0,0,1
63503,0,23,13,10000,1,0,0,1
60300,1,48,11,21000,0,0,0,1
62410,1,65,14,58000,0,0,0,1
61502,0,43,11,60100,0,0,0,1
64402,1,48,9,66000,1,0,0,0
62301,1,39,11,26200,1,0,0,0
65424,0,29,3,0,1,0,0,1
62103,0,19,11,0,1,0,0,0
60100,1,29,13,32000,0,0,0,1
62404,1,35,10,50000,0,1,0,0
61201,0,19,9,0,1,0,1,0
66200,0,43,5,2300,1,0,0,1
63501,1,22,11,10600,1,0,0,0
67200,0,31,10,27230,0,0,0,1
62101,1,19,9,0,1,0,0,0
62407,1,57,6,27600,1,0,0,1
68002,1,33,9,0,0,0,0,1
61501,1,65,11,53000,0,0,0,0
62101,0,39,9,47000,1,0,0,1
62305,1,46,12,4600,0,0,0,0
60500,1,36,11,16000,0,0,0,0
68108,1,55,11,30400,0,0,0,1
66106,1,53,14,60000,0,0,0,1
66801,1,56,10,12200,1,0,0,1
65414,1,34,14,5000,0,0,0,0
66117,0,35,11,65000,1,0,0,0
62500,1,33,9,14000,0,0,0,0
68114,0,38,9,25000,1,0,0,0
63503,0,39,11,9600,0,0,0,1
68107,0,24,11,12000,0,0,0,0
62704,1,36,11,20000,0,0,1,1
62203,0,50,11,27000,0,0,0,0
66602,1,41,13,54900,0,0,0,0
67607,0,25,13,31100,0,0,1,0
66801,1,37,10,0,1,0,0,1
60700,0,40,9,35000,0,0,0,1
